0.000002, 0.000000 
0.117546, 0.347043 
0.642001, 0.338787 
0.956880, 0.295468 
1.505385, 0.241469 
5.198927, 0.131622 
9.478123, 0.096887 
19.204427, 0.068587 
30.080166, 0.055170 
39.481255, 0.047336 

0.000008, 0.000001 
-0.305451, 0.135264 
0.412525, 0.599500 
0.828649, 0.564673 
1.448561, 0.476819 
5.193995, 0.263159 
9.476630, 0.193764 
19.204064, 0.137174 
30.080018, 0.110340 
39.481170, 0.094673 

0.000018, 0.000002 
-0.135030, -0.319823 
0.088481, 0.722887 
0.626989, 0.783856 
1.355061, 0.700096 
5.185740, 0.394528 
9.474132, 0.290620 
19.203457, 0.205758 
30.079770, 0.165509 
39.481026, 0.142009 

0.000032, 0.000004 
0.309508, -0.222488 
-0.255777, 0.681008 
0.369934, 0.933795 
1.227266, 0.905650 
5.174169, 0.525644 
9.470627, 0.387446 
19.202604, 0.274341 
30.079423, 0.220678 
39.480824, 0.189345 

0.000049, 0.000007 
0.318079, 0.211072 
-0.541284, 0.482963 
0.080259, 1.001395 
1.068411, 1.088279 
5.159290, 0.656424 
9.466117, 0.484230 
19.201507, 0.342919 
30.078976, 0.275847 
39.480564, 0.236681 

0.000070, 0.000011 
-0.121204, 0.326253 
-0.701544, 0.173363 
-0.216480, 0.980745 
0.882509, 1.243350 
5.141111, 0.786784 
9.460601, 0.580964 
19.200166, 0.411493 
30.078429, 0.331014 
39.480247, 0.284016 

0.000093, 0.000016 
-0.311010, -0.120695 
-0.697769, -0.176598 
-0.494114, 0.873607 
0.674251, 1.366913 
5.119645, 0.916641 
9.454082, 0.677637 
19.198579, 0.480063 
30.077783, 0.386180 
39.479872, 0.331351 

0.000119, 0.000021 
0.103421, -0.350578 
-0.529046, -0.484657 
-0.728066, 0.689284 
0.448896, 1.455798 
5.094906, 1.045912 
9.446558, 0.774238 
19.196748, 0.548626 
30.077037, 0.441345 
39.479438, 0.378686 

0.000148, 0.000027 
0.386908, -0.014105 
-0.234140, -0.677003 
-0.897467, 0.443884 
0.212146, 1.507700 
5.066909, 1.174513 
9.438032, 0.870758 
19.194673, 0.617182 
30.076191, 0.496509 
39.478947, 0.426019 

0.000180, 0.000034 
0.131786, 0.342950 
0.116899, -0.707058 
-0.986996, 0.159010 
-0.029994, 1.521234 
5.035672, 1.302363 
9.428503, 0.967186 
19.192353, 0.685730 
30.075246, 0.551671 
39.478398, 0.473353 

0.000216, 0.000041 
-0.298966, 0.149571 
0.440046, -0.567777 
-0.988308, -0.140049 
-0.271358, 1.495980 
5.001216, 1.429380 
9.417974, 1.063512 
19.189788, 0.754269 
30.074201, 0.606831 
39.477791, 0.520685 

0.000254, 0.000048 
-0.148301, -0.312769 
0.658633, -0.293303 
-0.900898, -0.426515 
-0.505777, 1.432499 
4.963562, 1.555482 
9.406444, 1.159727 
19.186979, 0.822799 
30.073056, 0.661989 
39.477126, 0.568017 

0.000296, 0.000057 
0.300770, -0.233533 
0.722206, 0.050418 
-0.732280, -0.674521 
-0.727229, 1.332328 
4.922736, 1.680590 
9.393916, 1.255818 
19.183926, 0.891319 
30.071811, 0.717145 
39.476403, 0.615348 

0.000342, 0.000066 
0.326464, 0.199389 
0.617675, 0.382571 
-0.497420, -0.861513 
-0.929996, 1.197952 
4.878763, 1.804622 
9.380391, 1.351778 
19.180628, 0.959827 
30.070467, 0.772298 
39.475623, 0.662678 

0.000391, 0.000076 
-0.106876, 0.332131 
0.370800, 0.626666 
-0.217441, -0.970395 
-1.108812, 1.032746 
4.831671, 1.927501 
9.365869, 1.447595 
19.177085, 1.028323 
30.069023, 0.827449 
39.474784, 0.710008 

0.000444, 0.000088 
-0.315656, -0.105825 
0.039065, 0.727317 
0.082310, -0.991190 
-1.259006, 0.840897 
4.781491, 2.049147 
9.350353, 1.543259 
19.173299, 1.096806 
30.067480, 0.882597 
39.473888, 0.757336 

0.000499, 0.000101 
0.089398, -0.353479 
-0.301479, 0.661694 
0.374637, -0.922019 
-1.376625, 0.627307 
4.728256, 2.169483 
9.333845, 1.638761 
19.169268, 1.165275 
30.065837, 0.937743 
39.472933, 0.804663 

0.000558, 0.000116 
0.386501, -0.028127 
-0.572620, 0.444239 
0.633068, -0.769274 
-1.458550, 0.397464 
4.671998, 2.288431 
9.316345, 1.734090 
19.164992, 1.233730 
30.064094, 0.992885 
39.471921, 0.851989 

0.000620, 0.000132 
0.146088, 0.338366 
-0.710969, 0.124074 
0.834340, -0.546972 
-1.502582, 0.157306 
4.612755, 2.405916 
9.297856, 1.829235 
